market,date_cet,area,deliveryStartUTC,deliveryEndUTC,deliveryStartCET,deliveryEndCET,price,currency
SIDC_IntradayAuction1,2026-03-01,AT,2026-03-01T21:45:00Z,2026-03-01T22:00:00Z,2026-03-01T22:45:00+01:00,2026-03-01T23:00:00+01:00,80.92,EUR
SIDC_IntradayAuction1,2026-03-01,AT,2026-03-01T22:00:00Z,2026-03-01T22:15:00Z,2026-03-01T23:00:00+01:00,2026-03-01T23:15:00+01:00,86.95,EUR
SIDC_IntradayAuction1,2026-03-01,AT,2026-03-01T22:15:00Z,2026-03-01T22:30:00Z,2026-03-01T23:15:00+01:00,2026-03-01T23:30:00+01:00,82.0,EUR
SIDC_IntradayAuction1,2026-03-01,AT,2026-03-01T22:30:00Z,2026-03-01T22:45:00Z,2026-03-01T23:30:00+01:00,2026-03-01T23:45:00+01:00,77.08,EUR
SIDC_IntradayAuction1,2026-03-01,AT,2026-03-01T22:45:00Z,2026-03-01T23:00:00Z,2026-03-01T23:45:00+01:00,2026-03-02T00:00:00+01:00,64.08,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-02-28T23:00:00Z,2026-02-28T23:15:00Z,2026-03-01T00:00:00+01:00,2026-03-01T00:15:00+01:00,81.6,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-02-28T23:15:00Z,2026-02-28T23:30:00Z,2026-03-01T00:15:00+01:00,2026-03-01T00:30:00+01:00,81.2,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-02-28T23:30:00Z,2026-02-28T23:45:00Z,2026-03-01T00:30:00+01:00,2026-03-01T00:45:00+01:00,76.6,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-02-28T23:45:00Z,2026-03-01T00:00:00Z,2026-03-01T00:45:00+01:00,2026-03-01T01:00:00+01:00,70.6,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T00:00:00Z,2026-03-01T00:15:00Z,2026-03-01T01:00:00+01:00,2026-03-01T01:15:00+01:00,84.96,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T00:15:00Z,2026-03-01T00:30:00Z,2026-03-01T01:15:00+01:00,2026-03-01T01:30:00+01:00,72.71,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T00:30:00Z,2026-03-01T00:45:00Z,2026-03-01T01:30:00+01:00,2026-03-01T01:45:00+01:00,72.1,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T00:45:00Z,2026-03-01T01:00:00Z,2026-03-01T01:45:00+01:00,2026-03-01T02:00:00+01:00,64.03,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T01:00:00Z,2026-03-01T01:15:00Z,2026-03-01T02:00:00+01:00,2026-03-01T02:15:00+01:00,72.0,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T01:15:00Z,2026-03-01T01:30:00Z,2026-03-01T02:15:00+01:00,2026-03-01T02:30:00+01:00,68.7,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T01:30:00Z,2026-03-01T01:45:00Z,2026-03-01T02:30:00+01:00,2026-03-01T02:45:00+01:00,64.4,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T01:45:00Z,2026-03-01T02:00:00Z,2026-03-01T02:45:00+01:00,2026-03-01T03:00:00+01:00,65.2,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T02:00:00Z,2026-03-01T02:15:00Z,2026-03-01T03:00:00+01:00,2026-03-01T03:15:00+01:00,65.0,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T02:15:00Z,2026-03-01T02:30:00Z,2026-03-01T03:15:00+01:00,2026-03-01T03:30:00+01:00,61.3,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T02:30:00Z,2026-03-01T02:45:00Z,2026-03-01T03:30:00+01:00,2026-03-01T03:45:00+01:00,60.3,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T02:45:00Z,2026-03-01T03:00:00Z,2026-03-01T03:45:00+01:00,2026-03-01T04:00:00+01:00,58.8,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T03:00:00Z,2026-03-01T03:15:00Z,2026-03-01T04:00:00+01:00,2026-03-01T04:15:00+01:00,59.6,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T03:15:00Z,2026-03-01T03:30:00Z,2026-03-01T04:15:00+01:00,2026-03-01T04:30:00+01:00,62.75,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T03:30:00Z,2026-03-01T03:45:00Z,2026-03-01T04:30:00+01:00,2026-03-01T04:45:00+01:00,60.24,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T03:45:00Z,2026-03-01T04:00:00Z,2026-03-01T04:45:00+01:00,2026-03-01T05:00:00+01:00,58.7,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T04:00:00Z,2026-03-01T04:15:00Z,2026-03-01T05:00:00+01:00,2026-03-01T05:15:00+01:00,52.8,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T04:15:00Z,2026-03-01T04:30:00Z,2026-03-01T05:15:00+01:00,2026-03-01T05:30:00+01:00,52.4,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T04:30:00Z,2026-03-01T04:45:00Z,2026-03-01T05:30:00+01:00,2026-03-01T05:45:00+01:00,55.0,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T04:45:00Z,2026-03-01T05:00:00Z,2026-03-01T05:45:00+01:00,2026-03-01T06:00:00+01:00,58.5,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T05:00:00Z,2026-03-01T05:15:00Z,2026-03-01T06:00:00+01:00,2026-03-01T06:15:00+01:00,53.1,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T05:15:00Z,2026-03-01T05:30:00Z,2026-03-01T06:15:00+01:00,2026-03-01T06:30:00+01:00,52.8,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T05:30:00Z,2026-03-01T05:45:00Z,2026-03-01T06:30:00+01:00,2026-03-01T06:45:00+01:00,54.2,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T05:45:00Z,2026-03-01T06:00:00Z,2026-03-01T06:45:00+01:00,2026-03-01T07:00:00+01:00,56.8,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T06:00:00Z,2026-03-01T06:15:00Z,2026-03-01T07:00:00+01:00,2026-03-01T07:15:00+01:00,46.71,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T06:15:00Z,2026-03-01T06:30:00Z,2026-03-01T07:15:00+01:00,2026-03-01T07:30:00+01:00,43.44,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T06:30:00Z,2026-03-01T06:45:00Z,2026-03-01T07:30:00+01:00,2026-03-01T07:45:00+01:00,42.55,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T06:45:00Z,2026-03-01T07:00:00Z,2026-03-01T07:45:00+01:00,2026-03-01T08:00:00+01:00,30.59,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T07:00:00Z,2026-03-01T07:15:00Z,2026-03-01T08:00:00+01:00,2026-03-01T08:15:00+01:00,55.2,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T07:15:00Z,2026-03-01T07:30:00Z,2026-03-01T08:15:00+01:00,2026-03-01T08:30:00+01:00,34.4,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T07:30:00Z,2026-03-01T07:45:00Z,2026-03-01T08:30:00+01:00,2026-03-01T08:45:00+01:00,24.38,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T07:45:00Z,2026-03-01T08:00:00Z,2026-03-01T08:45:00+01:00,2026-03-01T09:00:00+01:00,11.3,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T08:00:00Z,2026-03-01T08:15:00Z,2026-03-01T09:00:00+01:00,2026-03-01T09:15:00+01:00,27.1,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T08:15:00Z,2026-03-01T08:30:00Z,2026-03-01T09:15:00+01:00,2026-03-01T09:30:00+01:00,5.4,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T08:30:00Z,2026-03-01T08:45:00Z,2026-03-01T09:30:00+01:00,2026-03-01T09:45:00+01:00,0.91,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T08:45:00Z,2026-03-01T09:00:00Z,2026-03-01T09:45:00+01:00,2026-03-01T10:00:00+01:00,0.0,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T09:00:00Z,2026-03-01T09:15:00Z,2026-03-01T10:00:00+01:00,2026-03-01T10:15:00+01:00,0.59,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T09:15:00Z,2026-03-01T09:30:00Z,2026-03-01T10:15:00+01:00,2026-03-01T10:30:00+01:00,-0.02,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T09:30:00Z,2026-03-01T09:45:00Z,2026-03-01T10:30:00+01:00,2026-03-01T10:45:00+01:00,-0.71,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T09:45:00Z,2026-03-01T10:00:00Z,2026-03-01T10:45:00+01:00,2026-03-01T11:00:00+01:00,-2.0,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T10:00:00Z,2026-03-01T10:15:00Z,2026-03-01T11:00:00+01:00,2026-03-01T11:15:00+01:00,0.01,EUR
SIDC_IntradayAuction1,2026-03-01,BE,2026-03-01T10:15:00Z,2026-03-01T10:30:00Z,2026-03-01T11:15:00+01:00,2026-03-01T11:30:00+01:00,-2.35,EUR
